drug_name,num_prescriber,total_cost
GYNAZOLE 1,2,2110.7
TRIBENZOR,5661,37822796.23999994
VALACYCLOVIR,41834,37106814.96999989
FORFIVO XL,94,368681.35999999987
ASTEPRO,174,472499.6599999999
LEVOFLOXACIN,110164,41974656.60000018
PROCTOZONE-HC,6141,9372224.590000028
ISORDIL,48,506273.2000000001
LAMIVUDINE,2298,13415545.20000003
PROVERA,22,12281.729999999998
DIPYRIDAMOLE,1598,607456.2399999999
DANTRIUM,11,21536.369999999995
VIVITROL,148,3518024.439999999
FLUDROCORTISONE ACETATE,13984,6085915.849999947
SALAGEN,11,27122.079999999998
TESTOSTERONE ENANTHATE,130,165777.81999999992
HYOSYNE,2,1694.8300000000002
MATULANE,3,71305.88
ESTRADIOL VALERATE,43,112651.46999999999
IMBRUVICA,2194,445406028.7100002
LITHIUM CARBONATE,22312,6310090.049999963
ECONAZOLE NITRATE,10994,89841622.79999991
PATADAY,17749,124535271.97999999
APRISO,4551,45127793.54000005
ISOSORBIDE MONONITRATE,5762,1355483.2899999982
ENTECAVIR,1710,38298850.05000001
RENAGEL,1234,26893629.039999977
FLUVASTATIN ER,1,2556.45
LACTULOSE,35306,20665252.749999948
KALBITOR,18,13776933.3
TEKTURNA HCT,956,2489253.6399999987
ZONISAMIDE,8449,7840367.91999998
OLYSIO,82,35152080.300000004
RELNATE DHA,1,2295.84
FLUMAZENIL,30,25369.98
OXACILLIN,2,7871.139999999999
ACIPHEX,953,7373908.770000004
KURVELO,37,4561.469999999999
CIPROFLOXACIN ER,10,21399.839999999997
CHANTIX,5169,21538926.289999966
K-PHOS NEUTRAL,19,10560.47
AEROSPAN,21,71990.92000000001
ISTALOL,894,4759697.15
ZYTIGA,3167,637250237.5200008
GIANVI,132,85935.86999999997
QUINIDINE SULFATE,139,32590.680000000004
PACERONE,431,481108.51999999967
SOLU-CORTEF,62,62027.36
MIDODRINE HCL,15519,26935423.720000017
ESTROSTEP FE,1,1757.21
VENLAFAXINE HCL ER,103882,106173724.9200011
TRELSTAR,92,6737759.630000001
LUPRON DEPOT-PED,10,219837.91999999998
ALFUZOSIN HCL ER,11264,8305454.629999967
ANASTROZOLE,18013,20811970.709999993
CHEMET,1,29808.27
FORTEO,5159,323081494.71000034
CATAPRES-TTS 1,48,143163.57999999996
BETADINE,3,847.72
CLINDAMYCIN HCL,46585,8327689.5399998585
LEFLUNOMIDE,5794,39341085.009999864
ZENCHENT FE,17,14247.400000000003
FALMINA,118,23969.699999999997
TOFRANIL-PM,9,135643.90999999997
ALTACE,280,632560.3599999996
BICALUTAMIDE,8624,8188567.3999999985
TOLMETIN SODIUM,51,109528.16999999997
PENTAZOCINE-NALOXONE HCL,513,1523635.1500000006
FLUPHENAZINE HCL,8629,4478628.72999999
HYDROCORTISONE-ACETIC ACID,364,730756.4099999997
INSULIN PEN NEEDLE,1,64.59
METAXALONE,2825,11479035.4
ULTRAM ER,41,162828.30000000002
CELECOXIB,75507,387750414.73999745
HEPSERA,41,599619.53
ESTAZOLAM,1223,1195650.9300000004
ZYFLO CR,128,5780926.459999998
TRANDOLAPRIL,3854,1265063.8599999994
OCTREOTIDE ACETATE,259,2579775.130000001
PHENERGAN,1,652.43
IRINOTECAN HCL,29,353133.06999999995
DEXTROSE 5%-0.225% NACL,2,869.66
CLARITHROMYCIN ER,601,909779.6199999998
MARGESIC,3,3369.33
CRIXIVAN,72,419551.36999999994
ONMEL,2,36455.520000000004
LYNPARZA,169,15561417.670000004
NEUT,3,10360.67
CLINDAMYCIN PEDIATRIC,1,1454.28
MITOXANTRONE HCL,1,4397.49
MINASTRIN 24 FE,70,102757.34
RAPAMUNE,238,5268113.420000005
SERTRALINE HCL,176560,103672398.69000003
COLCHICINE,18111,73013982.59999998
PILOCARPINE HCL,7015,17750268.730000038
ULTRAM,193,828913.46
ACULAR LS,7,16349.689999999999
TRICITRATES,5,2883.64
ACETAMINOPHEN-CODEINE,81390,35402890.12999994
ANAPROX DS,2,12234.369999999999
PYLERA,25,235179.15
DIGITEK,10265,8559329.560000006
IRESSA,1,73262.85
MISOPROSTOL,3284,3996213.850000003
MAGELLAN INSULIN SYRINGE,58,74762.09999999998
VINORELBINE TARTRATE,6,14379.859999999999
SIMBRINZA,5305,22980102.290000003
ROBAXIN,5,282527.71
LORZONE,59,424220.83999999997
KADCYLA,8,876567.8999999999
TUDORZA PRESSAIR,7980,64136253.059999846
ZOLINZA,17,1932031.39
BRISDELLE,126,287673.92000000016
INSPRA,32,100367.20999999996
VIGAMOX,5986,68508270.58000004
MESALAMINE,286,1277437.9900000007
TRI-ESTARYLLA,1,146.63
LOW-OGESTREL,330,86160.00000000004
VORICONAZOLE,439,9616504.330000004
MONONESSA,276,54692.29000000004
COLYTE WITH FLAVOR PACKS,26,20567.749999999996
TRIFLUOPERAZINE HCL,3800,5270623.819999992
METHENAMINE MANDELATE,107,123633.95000000003
ALLOPURINOL,142604,129291500.0300002
ELAPRASE,2,2626027.66
NIZORAL,5,3638.9800000000005
METHYLDOPA-HYDROCHLOROTHIAZIDE,81,65710.56999999999
ETOPOSIDE,5,3331.67
PYRAZINAMIDE,24,41840.38
VINCRISTINE SULFATE,5,1005.92
LIDOCAINE HCL VISCOUS,2968,547961.6000000001
PROPRANOLOL HCL,62491,34158096.249999724
AMPICILLIN SODIUM,237,618327.3700000002
SINEMET CR,83,271433.5400000001
SPRINTEC,1069,194391.74999999994
PEXEVA,127,756069.6300000002
MOBIC,73,288314.81999999995
ACTIQ,7,1495322.14
PHENYTEK,747,729465.080000001
B-D SINGLE USE ALCOHOL SWAB,11,921.3700000000001
STALEVO 150,65,541547.27
METROCREAM,1,6673.38
MODAFINIL,7608,70504101.62000018
PULMICORT,172,1923905.8599999999
ADCIRCA,1694,186742673.31000027
PREVIDENT 5000 ENAMEL PROTECT,37,8426.109999999999
TOPIRAMATE ER,52,404649.78
DILTIAZEM 12HR ER,2584,4213538.37000001
HYDROCODONE-ACETAMINOPHEN,274298,709185336.8200064
EDECRIN,547,8809530.73
ILEVRO,4203,89115349.94000027
HEPATAMINE,2,15781.060000000001
GENERESS FE,15,20678.9
COPAXONE,5369,1236227467.42
LODOSYN,63,2050656.27
TRIGLIDE,16,46301.009999999995
CARISOPRODOL,26413,14195770.270000016
ATIVAN,370,10054129.669999998
XALATAN,1380,4159123.5000000084
AMCINONIDE,31,212069.58999999997
POMALYST,912,228198880.47999996
H.P. ACTHAR,300,266197666.11000013
CEFADROXIL,4524,1472840.1799999985
PROSOL,2049,31652061.18000001
PHENOBARBITAL,20698,15215812.009999892
BUMETANIDE,33720,42883816.32999972
CUBICIN,1004,49383386.71000009
FOLIVANE-OB,2,594.1500000000001
NEXIUM I.V.,20,202049.44000000006
ULTIMATECARE ONE,1,401.88
DIVIGEL,191,397411.5200000002
ANTABUSE,1,2019.6
VALCYTE,342,21414487.850000005
ERYTHROMYCIN,13172,13064348.770000087
LINCOCIN,1,836.94
PROCALAMINE,1,1171.97
TYZEKA,13,148361.50000000003
CYCLAFEM,338,91628.05999999992
CAPTOPRIL-HYDROCHLOROTHIAZIDE,656,805122.2499999994
DESMOPRESSIN ACETATE,6120,11271388.179999955
EFFEXOR XR,1586,9472952.9
XOPENEX HFA,6637,8855237.879999978
IBANDRONATE SODIUM,23000,43671902.019999966
DILTIAZEM 24HR ER,44098,65854689.49000072
LEVORA-28,204,49774.510000000024
OLEPTRO ER,32,51429.399999999994
ENOXAPARIN SODIUM,14900,132840050.91999975
NAFCILLIN SODIUM,104,1044518.3799999997
FEMRING,64,389227.33999999997
PREVIDENT,879,226804.16999999978
MEXILETINE HCL,1483,3001291.430000003
ACYCLOVIR,40784,32714171.209999822
PEPCID,19,107495.74000000002
MAXZIDE-25 MG,63,38120.030000000006
ESTRADIOL-NORETHINDRONE ACETAT,932,1932908.45
MILLIPRED,19,51736.590000000004
CLOZARIL,640,15174676.420000002
WATER,461,227395.27999999994
GEODON,638,6796550.470000002
PICATO,244,3558214.160000001
SALICYLIC ACID,20,50214.100000000006
STRIBILD,2588,246401802.5500004
CYANOCOBALAMIN INJECTION,325,99188.62000000002
LAMICTAL ODT,254,2668679.8099999977
NOVOLOG FLEXPEN,44974,849451339.6600096
RIMSO-50,21,231276.47999999998
METHAMPHETAMINE HCL,52,597461.3400000001
SKELAXIN,61,401445.63000000006
PROAIR HFA,167182,512296615.05000025
ROXICET,4,1102.96
HIPREX,13,25527.120000000003
KIONEX,1835,2354966.630000003
DEXAMETHASONE SODIUM PHOSPHATE,1167,772101.62
ATENOLOL,169548,86554515.42999956
LORYNA,115,75218.76
CLIMARA,620,1153922.6699999997
SPIRIVA,108352,1966117068.1699893
OLANZAPINE-FLUOXETINE HCL,629,3772844.5300000003
TERBINAFINE HCL,10835,2283806.8399999966
DANTROLENE SODIUM,1575,2654779.559999998
ZONEGRAN,398,9752809.580000002
FOLBIC,1,180.93
REQUIP,95,488334.2799999998
KALETRA,2285,54725954.82999986
ACANYA,3,16970.17
ANORO ELLIPTA,4843,43631017.45999989
POLYCIN,35,10044.899999999996
JALYN,5653,30417609.73999997
LOVASTATIN,105575,58158443.37000019
ROXICODONE,119,2446059.05
FLURBIPROFEN,724,393418.62000000034
HETLIOZ,76,9261253.95
SULINDAC,6349,2869824.700000001
LASIX,437,230938.16000000012
APEXICON E,5,42785.520000000004
NOVOLIN R,10456,38901449.04999998
TIGAN,18,50923.1
LAMOTRIGINE,58639,37921051.759999655
PYRIDOSTIGMINE BROMIDE,5513,12279199.040000021
FLUCONAZOLE IN DEXTROSE,2,2202.36
KHEDEZLA,2,16636.34
COMPLETE NATAL DHA,1,291.48
COREG CR,6220,33457187.610000107
WELLBUTRIN,38,110467.58999999998
FENTANYL CITRATE,161,4807000.439999999
ISOSORBIDE MONONITRATE ER,104551,88049560.27999958
VIOKACE,19,275712.11
FML S.O.P.,88,181324.4
OXYBUTYNIN CHLORIDE ER,68658,129968352.68000054
DURAGESIC,855,17742752.09
INVEGA SUSTENNA,8237,603820675.4000008
RANITIDINE HCL,132349,84281510.12999912
NEO-SYNALAR,1,4616.56
NAPROSYN,2,4059.05
DOXYCYCLINE MONOHYDRATE,14711,8833956.609999977
CLONAZEPAM,143768,63867130.41999978
INNOPRAN XL,82,624431.09
PRIMSOL,4,16107.68
LEVALBUTEROL HCL,1071,2951912.8299999987
SANDOSTATIN LAR,50,3966486.870000001
BENLYSTA,87,4750276.529999998
ASPIRIN-CAFFEINE-DIHYDROCODEIN,2,4780.26
NITROFURANTOIN,17261,16930228.87999999
HALCION,23,47233.979999999996
CLARINEX-D 12 HOUR,59,188125.58000000007
DIETHYLPROPION HCL ER,1,1040.44
DIFLUCAN,9,111820.32
PROLEUKIN,3,393612.74000000005
BETAPACE,46,395156.40999999986
LESCOL XL,656,2551977.3299999996
VYTORIN,22484,164827861.07999927
FLUOCINONIDE-E,400,974787.0099999995
POTIGA,141,2053483.8699999985
HYDRALAZINE HCL,88758,69080750.19000025
PHENYLEPHRINE HCL,50,42601.76
ACULAR,6,20430.45
CEVIMELINE HCL,2178,10598305.499999972
VICODIN,689,920114.4100000005
IBRANCE,883,166944515.84
SODIUM POLYSTYRENE SULFONATE,1088,1867486.790000001
SEREVENT DISKUS,3282,16355209.269999979
SAVELLA,5340,24358682.630000018
SEVELAMER CARBONATE,27,153596.16
PRENATE ENHANCE,1,1378.94
PRAVASTATIN SODIUM,169094,408510324.96000284
TPN ELECTROLYTES,2,2674.9
BACTROBAN,17,58499.84999999999
SONATA,28,110000.04
SYLATRON,17,1760902.6500000001
FORTICAL,929,1091844.8099999996
LARIN FE,89,21049.440000000002
ONDANSETRON ODT,28915,13981316.959999958
REXULTI,91,1348426.41
PROVENTIL HFA,6716,9986383.059999974
SINEMET 25-250,20,44503.03
SUMATRIPTAN SUCCINATE,36985,43833381.390000075
BUTRANS,5593,51358905.29999982
BETASERON,1457,178421696.63999993
VOL-PLUS,147,36599.709999999985
DORYX,2,18470.52
DILAUDID,240,1890616.3499999996
FAZACLO,926,27798366.17999998
OMEGA-3 ACID ETHYL ESTERS,39539,253375738.10999894
FRAGMIN,152,4438271.690000001
CALCIPOTRIENE,2670,24906382.440000076
ALMOTRIPTAN MALATE,3,16288.67
ORENCIA,1521,129870163.07000002
PRAMIPEXOLE DIHYDROCHLORIDE,46680,37122907.890000194
BD INSULIN SYRINGE MICRO-FINE,6,1657.46
COARTEM,13,85063.08
RYTHMOL SR,144,1203330.4900000002
LEXIVA,935,25200474.56999998
SAVAYSA,108,532244.5200000001
UNASYN,6,8841.23
NYSTATIN,50736,37415358.579999566
ALCOHOL PADS,3814,3885640.1000000034
SULFASALAZINE DR,2539,4373632.829999998
BETIMOL,704,1614135.5900000005
CIALIS,6673,39543988.66000004
DEMSER,3,872702.06
ZORTRESS,109,4967882.179999999
CARBIDOPA-LEVODOPA-ENTACAPONE,3751,33653244.169999965
FOLCAL DHA,1,541.77
BIAXIN,11,59698.02
ILARIS,5,1409580.25
ATROVENT,10,17013.28
NORETHINDRONE ACETATE,959,1042167.7900000011
TIKOSYN,4015,99928904.8399999
KLOR-CON M15,134,72604.45999999999
TYLENOL-CODEINE NO.3,24,27303.93
SIRTURO,1,80555.41
AVELOX,7,32660.89
ANTIPYRINE-BENZOCAINE,11,2439.1699999999996
CLONIDINE HCL ER,102,417037.33
MEGESTROL ACETATE,15299,11498405.029999986
RESCRIPTOR,17,78310.31
NICOTROL,323,1497607.8
SOMATULINE DEPOT,78,5923985.569999998
DERMASILKRX SDS,3,219952.71
ZIRGAN,242,1253140.8499999999
ZETONNA,164,512168.1099999997
EPOGEN,219,1994660.3999999997
AYGESTIN,2,1968.6100000000001
PLAQUENIL,276,1678028.080000001
CORGARD,87,201556.01
CRESTOR,138197,2704097429.979984
AVALIDE,185,453636.34000000043
BACITRACIN,2363,5388747.900000003
CHLOROQUINE PHOSPHATE,45,34093.67
WELLBUTRIN SR,255,1101560.88
AVODART,24490,178952964.69000044
ATORVASTATIN CALCIUM,245736,700425906.090015
MINOCYCLINE HCL,12212,7760602.510000023
KRISTALOSE,267,1470320.7099999995
CEFACLOR,262,345874.87000000005
TROPICAMIDE,86,50688.24999999999
POTASSIUM CITRATE ER,8525,38826784.45000003
PENICILLIN GK-ISO-OSM DEXTROSE,2,13670.240000000002
FAMCICLOVIR,2394,2535421.2199999993
DILTIAZEM HCL,27506,11696739.149999939
SIMVASTATIN,218322,257001530.86000007
LACTATED RINGERS,113,94382.12000000001
DESOGESTREL-ETHINYL ESTRADIOL,78,16109.439999999997
NEOMYCIN-POLYMYXIN-DEXAMETH,11041,7540585.579999993
RETIN-A,231,318060.2299999999
ZYVOX,92,4385925.989999999
TRAVATAN Z,26682,304289604.39999855
OPSUMIT,783,202972235.9499998
TOPIRAMATE,63299,35253579.659999914
TOLTERODINE TARTRATE,8097,16646746.659999978
CIPROFLOXACIN-D5W,39,32591.380000000005
TOPROL XL,23764,30925459.04000026
CAPRELSA,31,4842955.9
BEXAROTENE,17,7072228.44
TYKERB,143,9535463.900000006
BUPROPION HCL,18747,13631377.560000058
PIMTREA,45,17395.830000000005
GENOTROPIN,151,4476711.429999999
SYNTHROID,94199,228334423.9200001
ACCURETIC,4,3962.6899999999996
CLORPRES,10,12245.57
PARNATE,34,520183.6
BETHANECHOL CHLORIDE,6506,11207936.88000005
GALANTAMINE HYDROBROMIDE,31,102391.69000000002
NASONEX,22838,125038946.97000055
OXYMORPHONE HCL ER,3595,39260866.96999999
MOEXIPRIL-HYDROCHLOROTHIAZIDE,401,196645.67
NORVIR,6265,154544971.04000002
ORKAMBI,47,16351594.770000001
BSS,3,618.36
BEYAZ,15,24807.69
SODIUM CITRATE & CITRIC ACID,57,37741.169999999984
FREAMINE III,1,777.06
PERTZYE,10,202239.01
RHEUMATREX,7,28730.32
CRYSELLE,497,137492.54999999996
DORZOLAMIDE HCL,12837,14122425.620000005
VELETRI,2,148546.14
GAMMAPLEX,54,9306196.080000002
TWYNSTA,31,72049.63
COMTAN,48,406226.72
DERMATOP,1,1582.05
QUINAPRIL-HYDROCHLOROTHIAZIDE,3405,2335210.3200000105
DOXIL,3,109867.90999999999
DEXTROSE 5%-NS-KCL,4,3253.26
ACTOPLUS MET,32,200474.89
WELLBUTRIN XL,835,17859429.480000027
PROMETHAZINE-CODEINE,40,6352.0
ACEBUTOLOL HCL,3093,1081688.7799999993
AVELOX ABC PACK,1,283.81
CLONIDINE,16110,50528348.45999994
SINEMET 10-100,9,15172.93
ZYFLO,16,509894.49
DEXILANT,40963,370646521.6299998
INDOMETHACIN,3001,963487.2099999983
URIBEL,4,9809.589999999998
ZESTRIL,228,829211.1599999993
OSCIMIN SL,1,453.29
DEPO-ESTRADIOL,63,82157.31999999999
MYZILRA,59,14839.3
ZOFRAN,15,423997.26999999996
CAPECITABINE,1,22417.14
ENGERIX-B ADULT,21,24866.72
NIFEDICAL XL,25255,17161526.180000033
SURE COMFORT,5743,4270906.279999997
POLYMYXIN B SULFATE,118,258166.21
TACLONEX,65,1146430.1300000001
FML FORTE,174,410935.95999999996
CANASA,854,11707989.970000008
VELCADE,78,8951192.950000003
PROMETHAZINE-DM,27,2500.06
SAFYRAL,1,1654.54
LEVONORGESTREL-ETH ESTRADIOL,123,25144.559999999994
ARALAST NP,172,23751654.52000002
ELIPHOS,147,503672.91000000027
BENICAR HCT,27002,176598942.62000042
ZYLET,222,1296311.37
STRIVERDI RESPIMAT,48,115905.89000000001
PERFOROMIST,409,3923523.9399999985
CORZIDE,4,7520.759999999999
RIMANTADINE HCL,35,152248.02
RIZATRIPTAN,7562,5415773.839999994
OXYBUTYNIN CHLORIDE,69615,70521434.01999988
TEMAZEPAM,70937,42893666.6299997
DEXTROSE 5%-0.45% NACL-KCL,38,19686.080000000005
CARBAMAZEPINE,32818,64599651.91999979
NITROMIST,1,5616.21
PROTONIX,2062,9409875.079999994
NEOMYCIN-POLYMYXIN-HYDROCORT,3997,2415539.859999997
SOTALOL,26925,16901069.470000025
CHLORDIAZEPOXIDE-AMITRIPTYLINE,589,645499.5500000004
MACROBID,2,7945.389999999999
UNIFINE PENTIPS,7324,4122990.940000006
OXYTROL,345,2169029.750000002
GRANIX,9,251506.13
ARTHROTEC 50,41,149255.03000000006
ASCOMP WITH CODEINE,545,1098703.3400000003
LOXAPINE,3132,3364663.080000002
RELISTOR,389,7330010.049999994
CALCITRIOL,21578,25216146.32999996
TIMOLOL MALEATE,29741,63128456.13000016
STALEVO 200,53,460964.47000000003
ALPRAZOLAM,161487,99232853.69999905
TOBRADEX,1736,8136191.680000004
THALOMID,345,44857934.949999966
BUTALBITAL COMPOUND-CODEINE,977,2232607.1599999983
FLUVASTATIN SODIUM,1030,2176501.9500000007
MYCOPHENOLATE MOFETIL,7798,21476943.769999992
IMIQUIMOD,2307,7098813.959999982
ATRIPLA,5222,529041455.45000076
LOPREEZA,94,158833.84
SIMCOR,549,2016407.1799999992
DELESTROGEN,4,19280.89
PENTAM 300,5,8029.15
COLYTE WITH FLAVOR PACKETS,14,5321.95
ZMAX,1,2899.61
METHOTREXATE,24619,158268181.93999884
TRIAMCINOLONE ACETONIDE,88114,57005741.750000596
LANSOPRAZOL-AMOXICIL-CLARITHRO,24,198870.00000000003
SILENOR,1242,7584295.399999992
ESBRIET,958,190959715.43999994
GABITRIL,425,3920968.8700000006
KEPPRA XR,877,16288919.999999987
MIRAPEX,147,782928.33
RIFAMPIN,2135,2490557.1500000036
EDLUAR,93,439515.39999999997
HUMULIN 70-30,15384,110212593.14999995
PNV-SELECT,2,1978.83
LEENA,11,3367.5299999999997
PAROMOMYCIN SULFATE,3,17026.45
TOBRAMYCIN,3283,1209861.9300000044
MIGERGOT,46,604922.0000000002
HORIZANT,530,4235376.189999998
DUREZOL,5980,83595892.26000018
MINITRAN,10,16660.72
LINEZOLID-0.9% NACL,4,12492.82
TRETINOIN,2603,7817926.120000016
ERBITUX,14,2250090.6900000004
PEGASYS PROCLICK,3,158021.63
TRANEXAMIC ACID,55,182045.53999999998
EMLA,2,2586.71
SUBOXONE,7458,157967081.53000042
SUCLEAR,13,16804.76
EVZIO,58,897363.4799999996
SODIUM ACETATE,8,12980.609999999999
ZOLPIDEM TARTRATE ER,11355,15919422.709999971
CHOLESTYRAMINE LIGHT,1549,2190399.049999998
GAMMAGARD LIQUID,1010,257127357.52999976
PENICILLIN G POTASSIUM,7,84968.77
CISPLATIN,14,9644.559999999998
PROCHLORPERAZINE EDISYLATE,7,32215.809999999998
ABILIFY MAINTENA,2648,115140367.41000022
DAYTRANA,58,235020.92
CARAFATE,8848,42539040.70000008
REMERON,160,348165.39
GENGRAF,285,1106269.5999999992
BLEPHAMIDE S.O.P.,36,66711.13
NYSTOP,14387,12573900.639999976
NORETHINDRONE,343,78966.23000000003
MELOXICAM,138417,51139919.649999656
METHOCARBAMOL,22699,9848024.309999937
TANZEUM,882,6945342.979999993
PREPOPIK,693,2008601.4599999986
NOVOFINE PLUS,22,16580.059999999994
LIDOCAINE-HYDROCORTISONE,10,32884.92
ZENATANE,6,33107.18
TYVASO,6,1147982.62
SECTRAL,12,32156.78
DESONIDE,7910,36505942.36000003
FORADIL,2667,14409008.559999952
CLEOCIN T,1,1760.41
MEPRON,50,1214602.9299999997
ZYPREXA ZYDIS,172,2662557.509999999
PEG-3350 AND ELECTROLYTES,2801,1146472.7100000018
KENALOG-40,492,223327.23000000027
STRATTERA,4242,29753475.859999992
BUPROBAN,5,2062.0499999999997
HYDROXYZINE HCL,34272,16187052.03000001
REYATAZ,4114,222061401.4599998
ELITE-OB,2,892.11
PREGNYL,2,5289.22
ENTACAPONE,5396,40011968.45999999
NUCYNTA ER,2086,24866219.720000006
CALCIUM ACETATE,12294,65609637.79000022
CLOPIDOGREL,177524,209656816.57999814
HUMULIN N KWIKPEN,1784,18287524.01999999
GAMMAGARD S-D,21,2175207.82
NEXA PLUS,1,1338.49
HALOPERIDOL DECANOATE,5599,13805636.919999966
ACTIVELLA,58,151748.16
CYCLOGYL,6,7380.82
AMICAR,1,18195.0
EPINASTINE HCL,796,1462039.3300000015
ALBUTEROL SULFATE,15686,21122655.169999905
GELNIQUE,322,1569970.2799999989
MENEST,808,633797.7099999991
EASY TOUCH ALCOHOL PREP PADS,834,118367.82999999989
MALATHION,10,41409.4
DROSPIRENONE-ETHINYL ESTRADIOL,31,20988.859999999997
DOXAZOSIN MESYLATE,70790,83549555.75000016
CLIMARA PRO,135,264276.25999999995
ASACOL HD,4426,61913619.42
QUINAPRIL HCL,38609,19895809.279999934
KLOR-CON,360,1016971.5500000002
AMOXICILLIN,157834,23134251.129999753
BUDESONIDE,5857,42933027.21000002
BISOPROLOL-HYDROCHLOROTHIAZIDE,21483,6392408.7100000195
LORTAB,32,192771.92000000007
KYNAMRO,6,2077702.3800000001
LEVULAN,2,9394.2
NEOMYCIN-POLYMYXIN-GRAMICIDIN,86,76651.71999999997
HUMULIN R U-500,2477,107526736.45000009
CATAPRES-TTS 3,131,786643.9600000001
INDOCIN,8,60906.39
CITRANATAL 90 DHA,4,4945.3
COMFORT EZ,756,769562.3299999996
MOEXIPRIL HCL,1671,1013399.8
AZACITIDINE,15,1023201.9600000001
REGRANEX,176,4231093.57
MAXITROL,1,1713.9
AGRYLIN,7,64727.939999999995
METHYLPHENIDATE LA,443,1086699.7199999993
PAREGORIC,26,97598.74999999999
CARDIZEM,11,112316.59999999999
EPINEPHRINE,25,63749.34
METHYLPREDNISOLONE SOD SUCC,183,176785.15999999995
ACYCLOVIR SODIUM,3,3068.34
TRINATAL GT,4,501.3
COMETRIQ,20,3133585.5899999994
INVOKAMET,960,7992052.229999995
CARBIDOPA,464,8769832.319999998
DESONATE,4,25746.089999999997
DILTIAZEM 24HR CD,51084,46835393.18000016
VITAMEDMD ONE RX,2,2417.07
SELZENTRY,1101,38544368.099999964
TEKTURNA,4933,16073577.770000018
ETHOSUXIMIDE,571,1118601.5499999993
ELMIRON,2899,48564509.189999856
AXIRON,376,3561558.5299999993
SELENIUM SULFIDE,1233,419147.9500000004
ACUVAIL,26,192668.38
DISKETS,1,100.07
CODEINE SULFATE,639,654560.08
DORIBAX,9,191245.2
GAVILYTE-N,4180,4395519.990000011
DEPAKOTE,1363,10612930.499999987
METFORMIN HCL,202579,174558080.81999704
ANAFRANIL,20,602049.63
BACITRACIN-POLYMYXIN,522,273104.61999999994
BLINCYTO,1,206824.08
DIPROLENE,1,2702.49
MONTELUKAST SODIUM,136379,141089151.12999952
STELARA,241,51321681.65000002
KETOCONAZOLE,38024,45643186.38000004
PRENATAL VITAMIN PLUS LOW IRON,105,16328.240000000003
ALOMIDE,12,28473.16
TRIHEXYPHENIDYL HCL,9454,2550273.9600000046
ULTRA-THIN II,84,44487.62
JEVTANA,2,241284.69
KLONOPIN,233,603707.36
FLOVENT DISKUS,2509,9097861.979999986
PROPAFENONE HCL ER,2443,25768198.01000005
CLODERM,4,23475.84
DIFICID,21,1063450.32
PRIMAQUINE,3,3514.03
BESIVANCE,2496,35015877.979999945
BERINERT,17,24296835.800000004
PROCTOSOL-HC,4985,5670501.720000016
TAPAZOLE,20,22814.38
VISTARIL,6,22156.91
VAQTA,35,77598.35000000002
SOTALOL AF,1983,807115.8900000001
VIRTPREX,1,0.04
XENICAL,31,208247.45
CICLOPIROX,10601,21890324.740000095
GRANISETRON HCL,116,378863.84
PRIVIGEN,196,34397062.809999995
DEPO-MEDROL,122,43403.64000000001
CAREFINE PEN NEEDLE,4,689.8399999999999
TRACLEER,1415,310256814.84999996
NUTROPIN AQ,18,339671.5
MODERIBA,13,221499.61000000002
VERELAN,19,62946.30999999999
FELODIPINE ER,19259,19378836.159999963
AXONA,1,790.79
TECFIDERA,3157,792549607.3800035
DELZICOL,2876,24013469.840000004
CLOTRIMAZOLE-BETAMETHASONE,35063,42248254.77000017
ULTRESA,2,69799.05
BYETTA,4828,51689450.90999996
AMLODIPINE-VALSARTAN,10350,28884895.770000003
CYTOMEL,482,691414.0599999998
POTASSIUM CHLORIDE,166431,396467810.21999484
TRILYTE WITH FLAVOR PACKETS,569,239156.25
IBUDONE,5,6609.3099999999995
CONCEPT DHA,3,950.5899999999999
TRINESSA,488,93555.53999999998
REPAGLINIDE,8856,23493326.549999908
BYSTOLIC,50549,277485261.55999964
TRICOR,930,2329830.849999998
CAFERGOT,13,71599.16
CYCLOBENZAPRINE HCL,96806,53067399.80000033
TIZANIDINE HCL,68274,96457058.49999925
PREVALITE,1130,1672651.659999999
ARICEPT,394,2448363.85
ALTAVERA,53,11751.859999999999
BACTRIM DS,1,2069.99
GABAPENTIN,248486,475595818.75999117
FLUOCINONIDE,16881,55958723.33000016
TAZICEF,13,24825.02
DIOVAN,17127,80934532.45999987
DOVONEX,14,209184.67
LIVALO,7479,36111226.02999994
GLYBURIDE,23954,11481914.41000007
KALYDECO,51,18927258.98
SILVADENE,9,6388.429999999999
LEVOCARNITINE,1366,2205740.2699999986
AZILECT,6098,157975509.4500008
CLARITHROMYCIN,6715,7021397.180000018
AVANDIA,39,203117.02000000002
PENICILLIN V POTASSIUM,15703,3511665.4500000025
TYGACIL,138,2895263.5800000005
ADVOCATE SYRINGES,67,55211.95000000003
NEVIRAPINE ER,721,10111341.349999996
SYMLINPEN 60,69,783353.0100000001
TRILEPTAL,802,10624321.669999985
ABACAVIR,2001,19421354.80999999
AZTREONAM,56,571609.7300000001
LEVITRA,167,688157.5800000001
FLUTICASONE PROPIONATE,175325,145860884.34999794
DICLOFENAC POTASSIUM,7106,9424510.51999999
LOCOID LIPOCREAM,2,20570.13
MICROGESTIN FE,453,117453.15
MILRINONE LACTATE,57,1548292.38
CELLCEPT,341,7557015.409999999
TIAGABINE HCL,896,5993683.529999988
NOR-Q-D,2,1512.3400000000001
